High,Low,Open,Close,Volume,Adj Close,Return,Date,Week_Number,Year,mean_return,volatility
156.35000610351562,153.30999755859375,154.75999450683594,156.19000244140625,1067600.0,150.09373474121094,0.0,2018-01-02,00,2018,0.8205,0.6416876187055506
157.69000244140625,155.67999267578125,156.02999877929688,157.5,1427900.0,151.3526153564453,0.839,2018-01-03,00,2018,0.8205,0.6416876187055506
161.33999633789062,158.8699951171875,159.38999938964844,159.97000122070312,1896800.0,153.7261962890625,1.568,2018-01-04,00,2018,0.8205,0.6416876187055506
162.33999633789062,160.55999755859375,161.77000427246094,161.3699951171875,1699500.0,155.0715789794922,0.875,2018-01-05,00,2018,0.8205,0.6416876187055506
161.64999389648438,160.4600067138672,161.11000061035156,161.30999755859375,936700.0,155.01390075683594,-0.037,2018-01-08,01,2018,0.3432,0.49088053536476667
164.49000549316406,161.9600067138672,162.33999633789062,162.8800048828125,3366400.0,156.5226287841797,0.973,2018-01-09,01,2018,0.3432,0.49088053536476667
163.1699981689453,161.5,162.6999969482422,162.6199951171875,2416800.0,156.27276611328125,-0.16,2018-01-10,01,2018,0.3432,0.49088053536476667
166.0800018310547,163.30999755859375,164.11000061035156,163.80999755859375,2007100.0,157.41632080078125,0.732,2018-01-11,01,2018,0.3432,0.49088053536476667
165.1199951171875,163.25,164.05999755859375,164.14999389648438,2644400.0,157.74305725097656,0.208,2018-01-12,01,2018,0.3432,0.49088053536476667
165.22999572753906,160.22000122070312,164.5,162.10000610351562,2754100.0,155.7730712890625,-1.249,2018-01-16,02,2018,-0.3435,1.0463872769359026
164.22999572753906,161.4600067138672,163.5500030517578,163.4600067138672,1751900.0,157.0800018310547,0.839,2018-01-17,02,2018,-0.3435,1.0463872769359026
164.50999450683594,161.39999389648438,162.97999572753906,161.5,1746700.0,155.1964874267578,-1.199,2018-01-18,02,2018,-0.3435,1.0463872769359026
162.35000610351562,161.2899932861328,162.1999969482422,161.8800048828125,1678800.0,155.5616912841797,0.235,2018-01-19,02,2018,-0.3435,1.0463872769359026
161.6999969482422,159.61000061035156,161.57000732421875,160.6199951171875,1523400.0,154.35084533691406,-0.778,2018-01-22,03,2018,0.47240000000000004,1.1968555886154353
160.80999755859375,158.50999450683594,159.66000366210938,159.22999572753906,1775300.0,153.01507568359375,-0.865,2018-01-23,03,2018,0.47240000000000004,1.1968555886154353
162.0399932861328,158.97999572753906,159.10000610351562,160.8699951171875,3701100.0,154.59107971191406,1.03,2018-01-24,03,2018,0.47240000000000004,1.1968555886154353
166.9499969482422,161.8000030517578,166.25999450683594,163.35000610351562,3391800.0,156.97427368164062,1.542,2018-01-25,03,2018,0.47240000000000004,1.1968555886154353
166.24000549316406,162.17999267578125,163.69000244140625,165.69000244140625,1870000.0,159.2229461669922,1.433,2018-01-26,03,2018,0.47240000000000004,1.1968555886154353
166.1300048828125,160.7100067138672,165.1999969482422,162.8300018310547,2982800.0,156.4745635986328,-1.726,2018-01-29,04,2018,-1.3124,1.2528995570276173
162.94000244140625,160.66000366210938,162.6999969482422,160.72000122070312,2007700.0,154.44692993164062,-1.296,2018-01-30,04,2018,-1.3124,1.2528995570276173
162.3300018310547,160.0399932861328,161.42999267578125,161.49000549316406,3570500.0,155.1868896484375,0.479,2018-01-31,04,2018,-1.3124,1.2528995570276173
160.89999389648438,158.92999267578125,159.83999633789062,159.8300018310547,1520800.0,153.59164428710938,-1.028,2018-02-01,04,2018,-1.3124,1.2528995570276173
157.35000610351562,154.9499969482422,156.72000122070312,155.0500030517578,2086200.0,148.9982452392578,-2.991,2018-02-02,04,2018,-1.3124,1.2528995570276173
156.83999633789062,150.02999877929688,154.02000427246094,150.32000732421875,2593900.0,144.45285034179688,-3.051,2018-02-05,05,2018,-0.6698000000000001,3.8573966220755675
156.38999938964844,148.02000427246094,150.14999389648438,155.30999755859375,3718100.0,149.24810791015625,3.32,2018-02-06,05,2018,-0.6698000000000001,3.8573966220755675
154.77999877929688,150.0,154.55999755859375,150.00999450683594,2248000.0,144.1549530029297,-3.413,2018-02-07,05,2018,-0.6698000000000001,3.8573966220755675
150.6199951171875,144.0500030517578,149.8800048828125,144.07000732421875,2054300.0,138.44680786132812,-3.96,2018-02-08,05,2018,-0.6698000000000001,3.8573966220755675
150.6300048828125,144.6999969482422,145.2899932861328,149.47999572753906,3116200.0,143.64564514160156,3.755,2018-02-09,05,2018,-0.6698000000000001,3.8573966220755675
154.97999572753906,150.5,150.8699951171875,153.75,3099700.0,147.74896240234375,2.857,2018-02-12,06,2018,0.556,1.538488381496591
154.4499969482422,152.0800018310547,152.72999572753906,153.8300018310547,1402800.0,147.82586669921875,0.052,2018-02-13,06,2018,0.556,1.538488381496591
156.24000549316406,152.0,152.25,155.07000732421875,1622000.0,149.01748657226562,0.806,2018-02-14,06,2018,0.556,1.538488381496591
156.30999755859375,153.1199951171875,156.27000427246094,155.8000030517578,1634200.0,149.71896362304688,0.471,2018-02-15,06,2018,0.556,1.538488381496591
155.1300048828125,153.1999969482422,154.5500030517578,153.61000061035156,1589400.0,147.6144561767578,-1.406,2018-02-16,06,2018,0.556,1.538488381496591
154.25999450683594,151.63999938964844,152.25,153.60000610351562,2590500.0,147.60482788085938,-0.007,2018-02-20,07,2018,0.32775,0.7885029591996892
155.74000549316406,152.74000549316406,153.47000122070312,152.74000549316406,1834100.0,146.77841186523438,-0.56,2018-02-21,07,2018,0.32775,0.7885029591996892
154.9600067138672,153.13999938964844,153.8699951171875,153.6699981689453,1627100.0,147.672119140625,0.609,2018-02-22,07,2018,0.32775,0.7885029591996892
155.74000549316406,152.5500030517578,154.30999755859375,155.6199951171875,1593400.0,149.54598999023438,1.269,2018-02-23,07,2018,0.32775,0.7885029591996892
155.97999572753906,153.66000366210938,155.44000244140625,155.8300018310547,1018600.0,149.747802734375,0.135,2018-02-26,08,2018,-0.7999999999999998,1.4448032738058145
155.32000732421875,153.5500030517578,154.89999389648438,154.0,1239400.0,147.9892120361328,-1.174,2018-02-27,08,2018,-0.7999999999999998,1.4448032738058145
154.5,149.66000366210938,154.14999389648438,149.75,1541700.0,143.9051055908203,-2.76,2018-02-28,08,2018,-0.7999999999999998,1.4448032738058145
150.0800018310547,146.58999633789062,149.2100067138672,147.9199981689453,1918000.0,142.14651489257812,-1.222,2018-03-01,08,2018,-0.7999999999999998,1.4448032738058145
149.97999572753906,146.64999389648438,147.24000549316406,149.42999267578125,1420600.0,143.59759521484375,1.021,2018-03-02,08,2018,-0.7999999999999998,1.4448032738058145
153.4199981689453,148.50999450683594,148.80999755859375,152.74000549316406,1852900.0,146.77841186523438,2.215,2018-03-05,09,2018,1.4986000000000002,0.5108275638608395
154.6699981689453,151.77000427246094,153.05999755859375,153.64999389648438,1470000.0,148.45474243164062,1.142,2018-03-06,09,2018,1.4986000000000002,0.5108275638608395
155.8000030517578,152.30999755859375,152.5500030517578,155.10000610351562,1821700.0,149.85572814941406,0.944,2018-03-07,09,2018,1.4986000000000002,0.5108275638608395
158.08999633789062,155.44000244140625,155.74000549316406,157.8800048828125,2190900.0,152.5417022705078,1.792,2018-03-08,09,2018,1.4986000000000002,0.5108275638608395
160.17999267578125,157.14999389648438,157.9499969482422,160.08999633789062,1340300.0,154.6769561767578,1.4,2018-03-09,09,2018,1.4986000000000002,0.5108275638608395
163.47000122070312,160.1199951171875,162.64999389648438,161.11000061035156,1787800.0,155.66250610351562,0.637,2018-03-12,10,2018,-0.7282,0.9001328790795279
161.99000549316406,159.07000732421875,161.8800048828125,160.3699951171875,1678500.0,154.94747924804688,-0.459,2018-03-13,10,2018,-0.7282,0.9001328790795279
161.24000549316406,157.47999572753906,160.94000244140625,157.5399932861328,1611600.0,152.21319580078125,-1.765,2018-03-14,10,2018,-0.7282,0.9001328790795279
158.42999267578125,155.5500030517578,157.58999633789062,155.6699981689453,1491600.0,150.4064483642578,-1.187,2018-03-15,10,2018,-0.7282,0.9001328790795279
155.33999633789062,153.14999389648438,154.64999389648438,154.32000732421875,2276000.0,149.10208129882812,-0.867,2018-03-16,10,2018,-0.7282,0.9001328790795279
152.30999755859375,148.5500030517578,150.25999450683594,149.5800018310547,2058400.0,144.52236938476562,-3.072,2018-03-19,11,2018,-1.5558,2.1267586134773264
151.13999938964844,149.8699951171875,150.5800018310547,150.22000122070312,837700.0,145.1407012939453,0.428,2018-03-20,11,2018,-1.5558,2.1267586134773264
152.8800048828125,149.99000549316406,150.60000610351562,151.7100067138672,826700.0,146.580322265625,0.992,2018-03-21,11,2018,-1.5558,2.1267586134773264
150.6699981689453,145.89999389648438,150.05999755859375,146.08999633789062,1351300.0,141.1503448486328,-3.704,2018-03-22,11,2018,-1.5558,2.1267586134773264
147.5500030517578,142.13999938964844,146.85000610351562,142.5500030517578,1232100.0,137.7300567626953,-2.423,2018-03-23,11,2018,-1.5558,2.1267586134773264
146.4600067138672,143.6699981689453,145.0,146.11000061035156,1068200.0,141.16969299316406,2.497,2018-03-26,12,2018,0.31999999999999995,1.9828602236836226
147.14999389648438,143.14999389648438,146.17999267578125,144.11000061035156,856500.0,139.2373046875,-1.369,2018-03-27,12,2018,0.31999999999999995,1.9828602236836226
144.82000732421875,141.36000061035156,144.4499969482422,142.16000366210938,1236200.0,137.353271484375,-1.353,2018-03-28,12,2018,0.31999999999999995,1.9828602236836226
145.36000061035156,140.25999450683594,140.66000366210938,144.3000030517578,1461000.0,139.42086791992188,1.505,2018-03-29,12,2018,0.31999999999999995,1.9828602236836226
144.86000061035156,140.61000061035156,144.02000427246094,142.10000610351562,2028000.0,137.29527282714844,-1.525,2018-04-02,13,2018,-0.14420000000000002,1.69309589214551
144.24000549316406,141.39999389648438,141.97000122070312,143.63999938964844,1079000.0,138.78318786621094,1.084,2018-04-03,13,2018,-0.14420000000000002,1.69309589214551
145.3000030517578,140.0,141.1199951171875,145.02000427246094,1132800.0,140.1165008544922,0.961,2018-04-04,13,2018,-0.14420000000000002,1.69309589214551
147.8300018310547,145.3300018310547,146.0,146.7100067138672,988100.0,141.7493896484375,1.165,2018-04-05,13,2018,-0.14420000000000002,1.69309589214551
146.52000427246094,142.33999633789062,145.38999938964844,143.17999267578125,1188600.0,138.3387451171875,-2.406,2018-04-06,13,2018,-0.14420000000000002,1.69309589214551
145.94000244140625,142.80999755859375,144.0500030517578,143.9499969482422,1231700.0,139.0827178955078,0.538,2018-04-09,14,2018,0.471,1.367051023188235
148.19000244140625,145.08999633789062,146.14999389648438,146.69000244140625,1089400.0,141.7300567626953,1.903,2018-04-10,14,2018,0.471,1.367051023188235
145.6699981689453,144.10000610351562,145.24000549316406,144.60000610351562,890700.0,139.71075439453125,-1.425,2018-04-11,14,2018,0.471,1.367051023188235
147.6699981689453,144.7899932861328,145.41000366210938,146.9199981689453,1001200.0,141.95228576660156,1.604,2018-04-12,14,2018,0.471,1.367051023188235
147.75999450683594,145.80999755859375,147.35000610351562,146.52999877929688,716500.0,141.5754852294922,-0.265,2018-04-13,14,2018,0.471,1.367051023188235
151.1999969482422,147.00999450683594,148.0,151.1999969482422,2211500.0,146.0875701904297,3.187,2018-04-16,15,2018,0.5770000000000001,2.0772685189931512
155.16000366210938,150.7100067138672,151.9499969482422,154.9199981689453,2268500.0,149.68177795410156,2.46,2018-04-17,15,2018,0.5770000000000001,2.0772685189931512
154.94000244140625,153.0399932861328,154.80999755859375,153.25,971000.0,148.06826782226562,-1.078,2018-04-18,15,2018,0.5770000000000001,2.0772685189931512
152.85000610351562,150.4199981689453,152.85000610351562,151.55999755859375,839000.0,146.43539428710938,-1.103,2018-04-19,15,2018,0.5770000000000001,2.0772685189931512
151.36000061035156,149.64999389648438,151.25999450683594,150.67999267578125,974700.0,145.5851593017578,-0.581,2018-04-20,15,2018,0.5770000000000001,2.0772685189931512
150.72999572753906,149.08999633789062,149.5399932861328,150.36000061035156,865900.0,145.2759552001953,-0.212,2018-04-23,16,2018,0.36560000000000004,2.7217442569058536
151.24000549316406,144.89999389648438,150.6699981689453,146.77999877929688,1221000.0,141.8170166015625,-2.381,2018-04-24,16,2018,0.36560000000000004,2.7217442569058536
153.1699981689453,148.5800018310547,152.44000244140625,149.75,2062400.0,144.6865997314453,2.023,2018-04-25,16,2018,0.36560000000000004,2.7217442569058536
156.67999267578125,150.0800018310547,151.44000244140625,155.99000549316406,3037100.0,150.7156219482422,4.167,2018-04-26,16,2018,0.36560000000000004,2.7217442569058536
156.22000122070312,151.77999877929688,156.0,153.22999572753906,1734000.0,148.0489501953125,-1.769,2018-04-27,16,2018,0.36560000000000004,2.7217442569058536
153.85000610351562,151.9499969482422,153.85000610351562,152.52000427246094,1411300.0,147.36294555664062,-0.463,2018-04-30,17,2018,0.1788,1.0633398798126592
153.3800048828125,151.05999755859375,152.0500030517578,153.3000030517578,985100.0,148.1165771484375,0.511,2018-05-01,17,2018,0.1788,1.0633398798126592
154.02000427246094,150.7899932861328,153.88999938964844,151.24000549316406,1591800.0,146.126220703125,-1.344,2018-05-02,17,2018,0.1788,1.0633398798126592
154.22000122070312,150.4600067138672,151.32000732421875,152.83999633789062,1537900.0,147.672119140625,1.058,2018-05-03,17,2018,0.1788,1.0633398798126592
155.2100067138672,151.3300018310547,151.6199951171875,154.57000732421875,1066500.0,149.34361267089844,1.132,2018-05-04,17,2018,0.1788,1.0633398798126592
157.0500030517578,154.64999389648438,155.85000610351562,155.25999450683594,897100.0,150.0102996826172,0.446,2018-05-07,18,2018,0.3948,0.7344295064878589
155.0,153.32000732421875,154.4499969482422,154.0,1041200.0,148.79290771484375,-0.812,2018-05-08,18,2018,0.3948,0.7344295064878589
156.2899932861328,153.24000549316406,154.97999572753906,155.50999450683594,1365000.0,150.25186157226562,0.981,2018-05-09,18,2018,0.3948,0.7344295064878589
157.99000549316406,155.8800048828125,156.10000610351562,157.0500030517578,1250200.0,151.73977661132812,0.99,2018-05-10,18,2018,0.3948,0.7344295064878589
158.99000549316406,156.52000427246094,156.92999267578125,157.6300048828125,1166100.0,152.30014038085938,0.369,2018-05-11,18,2018,0.3948,0.7344295064878589
158.77999877929688,157.38999938964844,158.25,158.4499969482422,1150300.0,153.09243774414062,0.52,2018-05-14,19,2018,0.24159999999999998,0.31151934129360254
158.64999389648438,157.1300048828125,157.92999267578125,158.5800018310547,1344600.0,153.21803283691406,0.082,2018-05-15,19,2018,0.24159999999999998,0.31151934129360254
159.80999755859375,158.1300048828125,158.4600067138672,159.0,1273400.0,153.62384033203125,0.265,2018-05-16,19,2018,0.24159999999999998,0.31151934129360254
160.1699981689453,158.52000427246094,159.00999450683594,159.86000061035156,1520500.0,154.45477294921875,0.541,2018-05-17,19,2018,0.24159999999999998,0.31151934129360254
160.36000061035156,159.13999938964844,159.27000427246094,159.5399932861328,1882500.0,154.1455841064453,-0.2,2018-05-18,19,2018,0.24159999999999998,0.31151934129360254
161.25999450683594,160.0,160.5500030517578,160.47000122070312,746800.0,155.0441436767578,0.583,2018-05-21,20,2018,-0.31020000000000003,0.5494571866851866
161.69000244140625,159.07000732421875,160.72000122070312,159.2100067138672,1044300.0,153.8267364501953,-0.785,2018-05-22,20,2018,-0.31020000000000003,0.5494571866851866
158.97000122070312,157.10000610351562,158.25999450683594,158.6699981689453,1375900.0,153.30499267578125,-0.339,2018-05-23,20,2018,-0.31020000000000003,0.5494571866851866
159.27000427246094,156.75,159.17999267578125,157.5,1282400.0,152.174560546875,-0.737,2018-05-24,20,2018,-0.31020000000000003,0.5494571866851866
157.4499969482422,155.5500030517578,156.8699951171875,157.07000732421875,1094600.0,151.75909423828125,-0.273,2018-05-25,20,2018,-0.31020000000000003,0.5494571866851866
156.5500030517578,153.25,155.9199981689453,153.30999755859375,1318000.0,148.12620544433594,-2.394,2018-05-29,21,2018,0.12974999999999992,1.9112977048766284
156.66000366210938,154.0800018310547,154.47000122070312,156.49000549316406,1223300.0,151.19871520996094,2.074,2018-05-30,21,2018,0.12974999999999992,1.9112977048766284
157.14999389648438,155.4600067138672,156.80999755859375,156.25999450683594,2504700.0,150.9764862060547,-0.147,2018-05-31,21,2018,0.12974999999999992,1.9112977048766284
158.52999877929688,156.61000061035156,157.60000610351562,157.8000030517578,1025200.0,152.46441650390625,0.986,2018-06-01,21,2018,0.12974999999999992,1.9112977048766284
158.9199981689453,157.27000427246094,158.5,157.52999877929688,641200.0,152.20355224609375,-0.171,2018-06-04,22,2018,0.36839999999999995,1.4499916551484011
160.22999572753906,158.6999969482422,158.8699951171875,159.50999450683594,1179300.0,154.1165771484375,1.257,2018-06-05,22,2018,0.36839999999999995,1.4499916551484011
162.52999877929688,157.83999633789062,159.0,162.27000427246094,1555000.0,157.59837341308594,2.259,2018-06-06,22,2018,0.36839999999999995,1.4499916551484011
161.27000427246094,159.25,160.88999938964844,159.77000427246094,1227000.0,155.1703643798828,-1.541,2018-06-07,22,2018,0.36839999999999995,1.4499916551484011
160.08999633789062,158.3800048828125,159.0,159.8300018310547,1079700.0,155.2286376953125,0.038,2018-06-08,22,2018,0.36839999999999995,1.4499916551484011
161.25,159.22000122070312,159.97000122070312,160.57000732421875,1289000.0,155.94732666015625,0.463,2018-06-11,23,2018,0.05559999999999998,0.6728973175752747
162.9199981689453,160.4499969482422,160.99000549316406,161.33999633789062,1179000.0,156.6951446533203,0.48,2018-06-12,23,2018,0.05559999999999998,0.6728973175752747
162.25999450683594,160.2100067138672,162.0,160.47000122070312,1048700.0,155.85020446777344,-0.539,2018-06-13,23,2018,0.05559999999999998,0.6728973175752747
162.58999633789062,161.1699981689453,161.85000610351562,161.5500030517578,1169000.0,156.8990936279297,0.673,2018-06-14,23,2018,0.05559999999999998,0.6728973175752747
161.0800018310547,159.02999877929688,161.0800018310547,160.25999450683594,2856700.0,155.646240234375,-0.799,2018-06-15,23,2018,0.05559999999999998,0.6728973175752747
158.6699981689453,157.57000732421875,158.3300018310547,158.47000122070312,972900.0,153.90777587890625,-1.117,2018-06-18,24,2018,-0.2587999999999999,1.3549950922420346
156.3699951171875,154.80999755859375,156.3000030517578,155.30999755859375,1141300.0,150.83876037597656,-1.994,2018-06-19,24,2018,-0.2587999999999999,1.3549950922420346
155.7100067138672,154.22000122070312,155.50999450683594,155.02000427246094,1173600.0,150.55711364746094,-0.187,2018-06-20,24,2018,-0.2587999999999999,1.3549950922420346
156.38999938964844,155.1300048828125,155.27999877929688,155.8699951171875,2217100.0,151.3826446533203,0.548,2018-06-21,24,2018,-0.2587999999999999,1.3549950922420346
158.97999572753906,156.7100067138672,156.82000732421875,158.13999938964844,1341000.0,153.58729553222656,1.456,2018-06-22,24,2018,-0.2587999999999999,1.3549950922420346
157.60000610351562,153.30999755859375,157.60000610351562,154.8000030517578,1434500.0,150.3434600830078,-2.112,2018-06-25,25,2018,0.00819999999999992,1.3038359559392432
155.32000732421875,153.52000427246094,155.00999450683594,154.19000244140625,1026100.0,149.75100708007812,-0.394,2018-06-26,25,2018,0.00819999999999992,1.3038359559392432
157.25999450683594,155.02999877929688,155.30999755859375,155.5399932861328,1399300.0,151.0621337890625,0.876,2018-06-27,25,2018,0.00819999999999992,1.3038359559392432
156.69000244140625,154.35000610351562,155.8800048828125,156.67999267578125,1349500.0,152.1693115234375,0.733,2018-06-28,25,2018,0.00819999999999992,1.3038359559392432
159.77000427246094,157.14999389648438,157.3300018310547,158.14999389648438,1391000.0,153.59698486328125,0.938,2018-06-29,25,2018,0.00819999999999992,1.3038359559392432
158.6999969482422,156.5500030517578,157.0,158.27999877929688,1291900.0,153.7232666015625,0.082,2018-07-02,26,2018,0.9277500000000001,1.6089877511445925
159.47000122070312,157.0500030517578,158.6999969482422,157.17999267578125,640000.0,152.6549072265625,-0.695,2018-07-03,26,2018,0.9277500000000001,1.6089877511445925
163.1699981689453,161.07000732421875,162.0,161.8800048828125,1547900.0,157.21961975097656,2.99,2018-07-05,26,2018,0.9277500000000001,1.6089877511445925
165.5,161.52000427246094,161.99000549316406,164.0399932861328,1642500.0,159.3174285888672,1.334,2018-07-06,26,2018,0.9277500000000001,1.6089877511445925
166.2899932861328,164.80999755859375,165.0800018310547,164.80999755859375,1293700.0,160.0652618408203,0.469,2018-07-09,27,2018,0.33840000000000003,1.0371556295947102
166.7100067138672,164.6300048828125,165.11000061035156,166.47000122070312,2150100.0,161.67745971679688,1.007,2018-07-10,27,2018,0.33840000000000003,1.0371556295947102
164.57000732421875,162.6199951171875,163.17999267578125,164.05999755859375,1518200.0,159.3368377685547,-1.448,2018-07-11,27,2018,0.33840000000000003,1.0371556295947102
166.1699981689453,163.08999633789062,164.6699981689453,165.88999938964844,1913100.0,161.11416625976562,1.115,2018-07-12,27,2018,0.33840000000000003,1.0371556295947102
167.72000122070312,164.80999755859375,165.14999389648438,166.8000030517578,1501800.0,161.9979705810547,0.549,2018-07-13,27,2018,0.33840000000000003,1.0371556295947102
168.5399932861328,166.74000549316406,168.02999877929688,167.0399932861328,1399500.0,162.23106384277344,0.144,2018-07-16,28,2018,-0.1456,0.544694685121858
167.49000549316406,166.3000030517578,167.0500030517578,166.86000061035156,1854200.0,162.0562744140625,-0.108,2018-07-17,28,2018,-0.1456,0.544694685121858
167.0500030517578,164.25,166.22999572753906,165.02999877929688,1641300.0,160.27891540527344,-1.097,2018-07-18,28,2018,-0.1456,0.544694685121858
165.3300018310547,162.69000244140625,163.9499969482422,165.25999450683594,1553400.0,160.50228881835938,0.139,2018-07-19,28,2018,-0.1456,0.544694685121858
166.35000610351562,163.14999389648438,163.17999267578125,165.5800018310547,1326500.0,160.81309509277344,0.194,2018-07-20,28,2018,-0.1456,0.544694685121858
164.80999755859375,161.75,164.4199981689453,161.89999389648438,1745200.0,157.23902893066406,-2.222,2018-07-23,29,2018,0.1106,1.4231766580435474
164.0,162.41000366210938,162.6199951171875,163.33999633789062,1685100.0,158.6375732421875,0.889,2018-07-24,29,2018,0.1106,1.4231766580435474
166.0,162.9600067138672,164.8300018310547,165.80999755859375,1562100.0,161.03646850585938,1.512,2018-07-25,29,2018,0.1106,1.4231766580435474
167.38999938964844,162.30999755859375,162.77000427246094,166.4499969482422,2223000.0,161.65805053710938,0.386,2018-07-26,29,2018,0.1106,1.4231766580435474
167.92999267578125,165.57000732421875,166.52000427246094,166.42999267578125,1470800.0,161.63861083984375,-0.012,2018-07-27,29,2018,0.1106,1.4231766580435474
167.85000610351562,165.0,166.42999267578125,165.33999633789062,1268200.0,160.5800018310547,-0.655,2018-07-30,30,2018,-0.16279999999999994,1.0970053327126537
167.9600067138672,165.5800018310547,165.77999877929688,167.5,1673600.0,162.6778106689453,1.306,2018-07-31,30,2018,-0.16279999999999994,1.0970053327126537
167.92999267578125,164.64999389648438,167.58999633789062,165.47999572753906,1447600.0,160.71595764160156,-1.206,2018-08-01,30,2018,-0.16279999999999994,1.0970053327126537
164.52000427246094,162.91000366210938,164.10000610351562,163.9199981689453,1597600.0,159.20086669921875,-0.943,2018-08-02,30,2018,-0.16279999999999994,1.0970053327126537
164.4199981689453,163.0500030517578,163.1300048828125,164.2100067138672,1050100.0,160.28927612304688,0.684,2018-08-03,30,2018,-0.16279999999999994,1.0970053327126537
158.8000030517578,153.52000427246094,154.25999450683594,157.9600067138672,3928400.0,154.18849182128906,-3.806,2018-08-06,31,2018,-1.164,1.6061091183353637
159.83999633789062,156.47000122070312,158.97000122070312,157.02999877929688,2552900.0,153.28070068359375,-0.589,2018-08-07,31,2018,-1.164,1.6061091183353637
157.9600067138672,156.49000549316406,157.41000366210938,157.0500030517578,1740900.0,153.30020141601562,0.013,2018-08-08,31,2018,-1.164,1.6061091183353637
158.25,156.24000549316406,157.0,157.14999389648438,1003300.0,153.39784240722656,0.064,2018-08-09,31,2018,-1.164,1.6061091183353637
155.8300018310547,154.1300048828125,155.8300018310547,154.7899932861328,1303700.0,151.0941619873047,-1.502,2018-08-10,31,2018,-1.164,1.6061091183353637
156.0,153.58999633789062,155.49000549316406,154.32000732421875,1337500.0,150.63539123535156,-0.304,2018-08-13,32,2018,0.16240000000000002,0.6255140286196625
155.82000732421875,154.50999450683594,155.3300018310547,155.33999633789062,1612000.0,151.6310272216797,0.661,2018-08-14,32,2018,0.16240000000000002,0.6255140286196625
154.72000122070312,152.52000427246094,154.1300048828125,154.6300048828125,1352200.0,150.93800354003906,-0.457,2018-08-15,32,2018,0.16240000000000002,0.6255140286196625
155.94000244140625,154.3300018310547,155.6999969482422,154.52999877929688,1102400.0,150.8403778076172,-0.065,2018-08-16,32,2018,0.16240000000000002,0.6255140286196625
156.25,154.16000366210938,154.16000366210938,156.0399932861328,1662800.0,152.3143310546875,0.977,2018-08-17,32,2018,0.16240000000000002,0.6255140286196625
158.6999969482422,156.63999938964844,156.63999938964844,158.2899932861328,1161100.0,154.51058959960938,1.442,2018-08-20,33,2018,0.02919999999999996,1.3360541530941026
159.25,157.9600067138672,158.5399932861328,158.32000732421875,935200.0,154.53990173339844,0.019,2018-08-21,33,2018,0.02919999999999996,1.3360541530941026
158.24000549316406,154.92999267578125,157.91000366210938,155.02000427246094,1229200.0,151.31869506835938,-2.084,2018-08-22,33,2018,0.02919999999999996,1.3360541530941026
155.74000549316406,154.08999633789062,155.0,154.89999389648438,840400.0,151.2015380859375,-0.077,2018-08-23,33,2018,0.02919999999999996,1.3360541530941026
156.50999450683594,154.52000427246094,155.41000366210938,156.2100067138672,708000.0,152.48028564453125,0.846,2018-08-24,33,2018,0.02919999999999996,1.3360541530941026
158.24000549316406,156.8800048828125,156.97000122070312,158.0500030517578,674200.0,154.27633666992188,1.178,2018-08-27,34,2018,0.255,0.8185224492950697
159.10000610351562,157.5800018310547,158.5,158.35000610351562,1078100.0,154.56918334960938,0.19,2018-08-28,34,2018,0.255,0.8185224492950697
159.66000366210938,157.7899932861328,158.5399932861328,159.5,685700.0,155.69171142578125,0.726,2018-08-29,34,2018,0.255,0.8185224492950697
